"Name","Position","Zips","Fans","Steamer","Oliver","Rotochamp","Average","Total",,,,,,
"Troy Glaus","Hitter",0,0,0,358,0,358,1,,,,,,
"Nate Freiman","Hitter",446.5,0,136,491,0,357.83,3,,,,,,
"Joe Panik","Hitter",502,0,70.5,497.5,0,356.67,3,,,,,,
"Jason Motte","Pitcher",200,500,433,201,449,356.6,5,,,,,,
"Nolan Arenado","Hitter",562.5,0,253,497.5,111.5,356.13,4,,,,,,
"Ernesto Mejia","Hitter",423,0,79,565,0,355.67,3,,,,,,
"David Eckstein","Hitter",0,0,0,355,0,355,1,,,,,,
"Kolten Wong","Hitter",498.5,0,121.5,444,0,354.67,3,,,,,,
"Leyson Septimo","Hitter",0,0,0,354.5,0,354.5,1,,,,,,
"Aaron Harang","Pitcher",309,0,285,398,424,354,4,,,,,,
"Mark Ellis","Hitter",340,380.5,293.5,377,376,353.4,5,,,,,,
"Scott Sizemore","Hitter",322,0,305,442,341.5,352.63,4,,,,,,
"Rob Brantly","Hitter",414,355,230,405.5,357.5,352.4,5,,,,,,
"Jordan Lyles","Pitcher",359,358,291,405,349,352.4,5,,,,,,
"Barry Zito","Pitcher",296,415,347,366,335,351.8,5,,,,,,
"Gaby Sanchez","Hitter",446,361,234.5,484,230.5,351.2,5,,,,,,
"Adeiny Hechavarria","Hitter",445,369,274,403.5,261.5,350.6,5,,,,,,
"Franklin Gutierrez","Hitter",308.5,427,295.5,364,356.5,350.3,5,,,,,,
"Shawn Green","Hitter",0,0,0,350,0,350,1,,,,,,
"Carlos Pena","Hitter",412.5,459,42.5,421,413,349.6,5,,,,,,
"Alex Presley","Hitter",516.5,0,132,475.5,272.5,349.13,4,,,,,,
"Brandon Crawford","Hitter",318.5,381,305,360,381,349.1,5,,,,,,
"Darin Ruf","Hitter",459.5,333,183,527,240.5,348.6,5,,,,,,
"Matt Carpenter","Hitter",395,415.5,262,452,218,348.5,5,,,,,,
"Bengie Molina","Hitter",0,0,0,348,0,348,1,,,,,,
"Ben Sheets","Pitcher",181,0,514,0,0,347.5,2,,,,,,
"Jesus Montero","Hitter",478.5,520.5,50.5,174,512.5,347.2,5,,,,,,
"Salvador Sanchez","Hitter",0,0,0,346.5,0,346.5,1,,,,,,
"Luis Jimenez","Hitter",459.5,0,85.5,494,0,346.33,3,,,,,,
"Wily Peralta","Pitcher",410,343,230,392,356,346.2,5,,,,,,
"Scott Diamond","Pitcher",351,375,303,422,278,345.8,5,,,,,,
"Brodie Greene","Hitter",358,0,276.5,402.5,0,345.67,3,,,,,,
"Grant Green","Hitter",444.5,0,122.5,469.5,0,345.5,3,,,,,,
"Wilfredo Tovar","Hitter",395.5,0,270.5,370.5,0,345.5,3,,,,,,
"Ross Detwiler","Pitcher",296,385,315,340,387,344.6,5,,,,,,
"Hyun-Jin Ryu","Pitcher",478,0,132,0,423,344.33,3,,,,,,
"Kyle Kendrick","Pitcher",312,394,313,356,346,344.2,5,,,,,,
"Jhoulys Chacin","Pitcher",361,0,313,354,346,343.5,4,,,,,,
"Chris Nelson","Hitter",379.5,385,266.5,371,315,343.4,5,,,,,,
"A.J. Ellis","Hitter",279.5,453,292,345,346,343.1,5,,,,,,
"Chris Johnson","Hitter",424,381.5,254.5,431,224,343,5,,,,,,
"James Ramsey","Hitter",0,0,331.5,353.5,0,342.5,2,,,,,,
"Scooter Gennett","Hitter",497,0,72,458.5,0,342.5,3,,,,,,
"Erasmo Ramirez","Pitcher",297,396,289,352,378,342.4,5,,,,,,
"Daniel Descalso","Hitter",367,366.5,279,374,323.5,342,5,,,,,,
"Henry Rodriguez","Hitter",443.5,0,78,503.5,0,341.67,3,,,,,,
"Placido Polanco","Hitter",276,366,284,363.5,417,341.3,5,,,,,,
"Matt West","Hitter",0,0,0,340.5,0,340.5,1,,,,,,
"Shelby Miller","Pitcher",369,401,248,360,324,340.4,5,,,,,,
"Luke Sommer","Hitter",0,0,0,340,0,340,1,,,,,,
"Henderson Alvarez","Pitcher",329,356,342,355,317,339.8,5,,,,,,
"Leuris Gomez","Hitter",0,0,0,339.5,0,339.5,1,,,,,,
"Chris Denorfia","Hitter",338.5,436,340.5,388.5,191.5,339,5,,,,,,
"Trevor Bauer","Pitcher",358,329,212,414,382,339,5,,,,,,
"John Mayberry","Hitter",386.5,354,249,402,303,338.9,5,,,,,,
"Jemile Weeks","Hitter",398,408,277,431.5,176,338.1,5,,,,,,
"Jason Grilli","Pitcher",180,488,409,188,424,337.8,5,,,,,,
"Oscar Taveras","Hitter",510,243.5,111,484,0,337.13,4,,,,,,
"Jason Stidham","Hitter",0,0,0,337,0,337,1,,,,,,
"Luis Cruz","Hitter",412.5,386,49.5,498,338.5,336.9,5,,,,,,
"Nate McLouth","Hitter",338,377.5,263.5,375.5,327.5,336.4,5,,,,,,
"Fernando Rodney","Pitcher",146,495,433,168,437,335.8,5,,,,,,
"Sergio Romo","Pitcher",183,511,393,173,419,335.8,5,,,,,,
"Didi Gregorius","Hitter",438.5,0,158.5,409.5,0,335.5,3,,,,,,
"John Danks","Pitcher",310,386,290,330,361,335.4,5,,,,,,
"Steve Lombardozzi","Hitter",454,368,240.5,452.5,161,335.2,5,,,,,,
"Joel Hanrahan","Pitcher",188,492,404,190,401,335,5,,,,,,
"J.P. Arencibia","Hitter",385,349.5,255.5,375,309.5,334.9,5,,,,,,
"L.J. Hoes","Hitter",491.5,0,75.5,436.5,0,334.5,3,,,,,,
"Bruce Chen","Pitcher",313,347,257,395,359,334.2,5,,,,,,
"Matt McBride","Hitter",458,0,88.5,455.5,0,334,3,,,,,,
"Jake Westbrook","Pitcher",328,331,255,407,349,334,5,,,,,,
"Wade LeBlanc","Pitcher",347,0,280,432,277,334,4,,,,,,
"Yasmani Grandal","Hitter",400,371,210.5,399.5,288,333.8,5,,,,,,
"Matt Den Dekker","Hitter",424.5,0,193.5,381.5,0,333.17,3,,,,,,
"Justin Maxwell","Hitter",268,414.5,329.5,304,349.5,333.1,5,,,,,,
"Gregory Polanco","Hitter",0,0,359.5,306.5,0,333,2,,,,,,
"Glen Perkins","Pitcher",178,497,411,239,339,332.8,5,,,,,,
"Jonathan Singleton","Hitter",460,0,93,444,0,332.33,3,,,,,,
"Adam Stern","Hitter",0,0,0,331.5,0,331.5,1,,,,,,
"Russ Canzler","Hitter",437,0,125,432,0,331.33,3,,,,,,
"Vinnie Catricala","Hitter",431.5,0,118,443.5,0,331,3,,,,,,
"Addison Reed","Pitcher",191,462,399,218,385,331,5,,,,,,
"Matt Watson","Hitter",0,0,0,330.5,0,330.5,1,,,,,,
"Johnny Giavotella","Hitter",543.5,246.5,143.5,506,212.5,330.4,5,,,,,,
"Mike Aviles","Hitter",379.5,341,238,433.5,258,330,5,,,,,,
"Hank Blalock","Hitter",0,0,0,330,0,330,1,,,,,,
"Nate Schierholtz","Hitter",255.5,394,312.5,330.5,356,329.7,5,,,,,,
"Matt Davidson","Hitter",465.5,0,73.5,449,0,329.33,3,,,,,,
"Alexi Amarista","Hitter",419.5,0,197.5,531.5,167.5,329,4,,,,,,
"Josh Romanski","Hitter",0,0,0,328,0,328,1,,,,,,
"DJ LeMahieu","Hitter",483.5,246,138.5,443,0,327.75,4,,,,,,
"Joe Nathan","Pitcher",148,463,402,165,460,327.6,5,,,,,,
"Donovan Solano","Hitter",337,385.5,285,333.5,295,327.2,5,,,,,,
"Francisco Lindor","Hitter",0,0,327,0,0,327,1,,,,,,
"David Lough","Hitter",461.5,0,84,433.5,0,326.33,3,,,,,,
"Chris Colabello","Hitter",0,0,77.5,574,0,325.75,2,,,,,,
"John Lackey","Pitcher",279,0,309,412,303,325.75,4,,,,,,
"Charlie Culberson","Hitter",499.5,0,78.5,398,0,325.33,3,,,,,,
"Carlos Villanueva","Pitcher",290,376,292,305,363,325.2,5,,,,,,
"Mauro Gomez","Hitter",455.5,0,82.5,543,219,325,4,,,,,,
"Andy Pettitte","Pitcher",234,393,279,0,393,324.75,4,,,,,,
"John Lannan","Pitcher",363,0,239,397,300,324.75,4,,,,,,
"Drew Pomeranz","Pitcher",342,0,226,317,412,324.25,4,,,,,,
"Leonys Martin","Hitter",328.5,391,245,400.5,255,324,5,,,,,,
"Johan Santana","Pitcher",244,410,295,279,392,324,5,,,,,,
"Clint Barmes","Hitter",328,341,278,349,323.5,323.9,5,,,,,,
"Rafael Betancourt","Pitcher",143,460,415,168,433,323.8,5,,,,,,
"Corey Dickerson","Hitter",452.5,0,85.5,433,0,323.67,3,,,,,,
"Gregor Blanco","Hitter",286.5,384.5,256,433.5,257.5,323.6,5,,,,,,
"Jim Johnson","Pitcher",141,470,399,168,440,323.6,5,,,,,,
"Jay Payton","Hitter",0,0,0,323.5,0,323.5,1,,,,,,
"Corban Joseph","Hitter",444,0,77,449.5,0,323.5,3,,,,,,
"Brett Jackson","Hitter",465,325,198,416.5,212,323.3,5,,,,,,
"Scott Van Slyke","Hitter",446.5,0,80.5,442.5,0,323.17,3,,,,,,
"Brandon McCarthy","Pitcher",298,400,318,301,298,323,5,,,,,,
"Marcell Ozuna","Hitter",461,0,62.5,444,0,322.5,3,,,,,,
"Scott Hairston","Hitter",282.5,399.5,324.5,327,279,322.5,5,,,,,,
"Kaleb Cowart","Hitter",0,0,334,311,0,322.5,2,,,,,,
"Fernando Martinez","Hitter",320,339.5,269.5,342.5,338.5,322,5,,,,,,
"Jonny Gomes","Hitter",313.5,336,225,357.5,375,321.4,5,,,,,,
"Nathan Eovaldi","Pitcher",314,344,279,323,347,321.4,5,,,,,,
"Rafael Soriano","Pitcher",155,489,409,163,390,321.2,5,,,,,,
"Cord Phelps","Hitter",441,0,73.5,448,0,320.83,3,,,,,,
"Yangervis Solarte","Hitter",399.5,0,81.5,481,0,320.67,3,,,,,,
"Andy Wilkins","Hitter",448,0,76,437.5,0,320.5,3,,,,,,
"Eury Perez","Hitter",445,0,71.5,444,0,320.17,3,,,,,,
"Tyler Skaggs","Pitcher",356,320,194,347,382,319.8,5,,,,,,
"Jesus Guzman","Hitter",384,0,175.5,488,231,319.63,4,,,,,,
"Chris Archer","Pitcher",325,367,211,375,0,319.5,4,,,,,,
"Billy Hamilton","Hitter",511,284.5,144,477.5,180,319.4,5,,,,,,
"Patrick Corbin","Pitcher",451,0,293,402,131,319.25,4,,,,,,
"Todd Helton","Hitter",285.5,391,246,317,356,319.1,5,,,,,,
"Miguel Sano","Hitter",0,0,288,350,0,319,2,,,,,,
"Kole Calhoun","Hitter",409,0,80,468,0,319,3,,,,,,
"Jose Quintana","Pitcher",410,339,234,294,318,319,5,,,,,,
"Robbie Grossman","Hitter",444,0,68.5,444,0,318.83,3,,,,,,
"Caleb Gindl","Hitter",443.5,0,82.5,430,0,318.67,3,,,,,,
"Rafael Ortega","Hitter",467.5,0,78.5,409.5,0,318.5,3,,,,,,
"Matt Hague","Hitter",437,0,76.5,441.5,0,318.33,3,,,,,,
"John Raynor","Hitter",0,0,0,318,0,318,1,,,,,,
"Dave Sappelt","Hitter",481,0,131.5,506,153,317.88,4,,,,,,
"Ezequiel Carrera","Hitter",457.5,0,152.5,501.5,159.5,317.75,4,,,,,,
"Brennan Boesch","Hitter",431.5,341.5,220,435.5,160,317.7,5,,,,,,
"Brandon Laird","Hitter",450,0,77,426,0,317.67,3,,,,,,
"Tyler Kelly","Hitter",462.5,0,72.5,415.5,0,316.83,3,,,,,,
"Luis Valbuena","Hitter",414.5,246,157.5,526.5,238.5,316.6,5,,,,,,
"Juan Francisco","Hitter",331,323,225.5,424.5,279,316.6,5,,,,,,
"Wilson Betemit","Hitter",300.5,355.5,208.5,362,356.5,316.6,5,,,,,,
"Brian Anderson","Hitter",0,0,0,316,0,316,1,,,,,,
"Irving Falu","Hitter",388.5,0,77.5,481.5,0,315.83,3,,,,,,
"J.J. Putz","Pitcher",166,439,391,169,413,315.6,5,,,,,,
"Ryan Church","Hitter",0,0,0,315.5,0,315.5,1,,,,,,
"Ryan Wheeler","Hitter",520.5,0,137.5,436,167,315.25,4,,,,,,
"Luke Scott","Hitter",304.5,385.5,274,348.5,259.5,314.4,5,,,,,,
"Josh Kroeger","Hitter",314,0,0,0,0,314,1,,,,,,
"Odalis Perez","Pitcher",0,0,0,314,0,314,1,,,,,,
"Philip Humber","Pitcher",265,0,270,324,395,313.5,4,,,,,,
"Luke Hochevar","Pitcher",350,360,273,401,183,313.4,5,,,,,,
"Kevin Mench","Hitter",0,0,0,313,0,313,1,,,,,,
"Chad Zurcher","Hitter",0,0,0,313,0,313,1,,,,,,
"Brad Miller","Hitter",489,0,73.5,374,0,312.17,3,,,,,,
"Justin Christian","Hitter",363.5,0,83,489.5,0,312,3,,,,,,
"Engel Beltre","Hitter",434.5,0,70.5,429.5,0,311.5,3,,,,,,
"Seth Mejias-Brean","Hitter",0,0,0,311.5,0,311.5,1,,,,,,
"Daric Barton","Hitter",369.5,0,148.5,415,0,311,3,,,,,,
"Wilson Ramos","Hitter",250.5,372.5,229,361,339.5,310.5,5,,,,,,
"J.A. Happ","Pitcher",323,362,234,410,223,310.4,5,,,,,,
"Adam Loewen","Hitter",255,0,0,365,0,310,2,,,,,,
"Neftali Soto","Hitter",433.5,0,77,419.5,0,310,3,,,,,,
"Garrett Atkins","Hitter",0,0,0,310,0,310,1,,,,,,
"Brendan Ryan","Hitter",309,322.5,236.5,351.5,330,309.9,5,,,,,,
"Carlos Rivero","Hitter",408.5,0,68.5,452,0,309.67,3,,,,,,
"Matt Szczur","Hitter",449,0,74.5,404.5,0,309.33,3,,,,,,
"Jody Gerut","Hitter",0,0,0,309,0,309,1,,,,,,
"Ryan Roberts","Hitter",353,330,212,420.5,229.5,309,5,,,,,,
"Jeff Niemann","Pitcher",255,374,254,283,378,308.8,5,,,,,,
"Travis Shaw","Hitter",421.5,0,77.5,426,0,308.33,3,,,,,,
"Javier Vazquez","Pitcher",273,0,183,469,0,308.33,3,,,,,,
"Jordany Valdespin","Hitter",361,308.5,188.5,454,229,308.2,5,,,,,,
"Juan Lagares","Hitter",430,0,73,419,0,307.33,3,,,,,,
"Ramon Flores","Hitter",455,0,77,389.5,0,307.17,3,,,,,,
"Rymer Liriano","Hitter",418,0,66,437,0,307,3,,,,,,
"Joey Butler","Hitter",406.5,0,74,440.5,0,307,3,,,,,,
"Joey Terdoslavich","Hitter",424,0,71.5,425,0,306.83,3,,,,,,
"Tim Fedroff","Hitter",413.5,0,76.5,430,0,306.67,3,,,,,,
"Andres Torres","Hitter",323,348.5,260.5,379.5,221.5,306.6,5,,,,,,
"Jonathan Schoop","Hitter",461.5,0,71,386.5,0,306.33,3,,,,,,
"Travis Hafner","Hitter",279.5,377.5,227,335,311,306,5,,,,,,
"Luis Paulino","Hitter",0,0,0,306,0,306,1,,,,,,
"Christian Walker","Hitter",0,0,0,306,0,306,1,,,,,,
"Efren Navarro","Hitter",408,0,74.5,435.5,0,306,3,,,,,,
"Huston Street","Pitcher",146,427,406,152,398,305.8,5,,,,,,
"Steve Cishek","Pitcher",197,428,358,203,342,305.6,5,,,,,,
"Chris Perez","Pitcher",158,431,384,161,394,305.6,5,,,,,,
"Jonathan Arias","Hitter",0,0,0,305.5,0,305.5,1,,,,,,
"Casey McGehee","Hitter",413,0,74,428,0,305,3,,,,,,
"Derek Dietrich","Hitter",460,0,68,386,0,304.67,3,,,,,,
"Logan Watkins","Hitter",451.5,0,69.5,392.5,0,304.5,3,,,,,,
"Brett Anderson","Pitcher",193,384,298,209,437,304.2,5,,,,,,
"Oswaldo Arcia","Hitter",398,0,81,432,0,303.67,3,,,,,,
"Xavier Avery","Hitter",406.5,0,67.5,436.5,0,303.5,3,,,,,,
"Jarrod Saltalamacchia","Hitter",302,330.5,229,347.5,308.5,303.5,5,,,,,,
"Liam Hendriks","Pitcher",318,0,252,397,247,303.5,4,,,,,,
"Leon Landry","Hitter",422,0,66.5,420.5,0,303,3,,,,,,
"Alex Liddi","Hitter",402.5,0,73.5,433,0,303,3,,,,,,
"Kila Ka'aihue","Hitter",407.5,0,75,426,0,302.83,3,,,,,,
"Casey Kotchman","Hitter",413,0,261,427,109.5,302.63,4,,,,,,
"Adam Duvall","Hitter",425,0,68,413.5,0,302.17,3,,,,,,
"Carlos Triunfel","Hitter",423,0,99,384.5,0,302.17,3,,,,,,
"Jerry Sands","Hitter",434,0,192.5,483,96,301.38,4,,,,,,
"Bryan Petersen","Hitter",387,0,111.5,405.5,0,301.33,3,,,,,,
"David Phelps","Pitcher",287,335,223,361,299,301,5,,,,,,
"Ender Inciarte","Hitter",433,0,74,393.5,0,300.17,3,,,,,,
"Jacob Turner","Pitcher",289,318,250,339,303,299.8,5,,,,,,
"Stefen Romero","Hitter",428.5,0,76.5,394,0,299.67,3,,,,,,
"George Springer","Hitter",403.5,0,122.5,373,0,299.67,3,,,,,,
"Jose Constanza","Hitter",377.5,0,76.5,444.5,0,299.5,3,,,,,,
"Tyler Naquin","Hitter",0,0,316,283,0,299.5,2,,,,,,
"Benjamin Carhart","Hitter",0,0,0,299.5,0,299.5,1,,,,,,
"Vinny Rottino","Hitter",380,0,77,440.5,0,299.17,3,,,,,,
"Dalton Hicks","Hitter",0,0,0,299,0,299,1,,,,,,
"Rajai Davis","Hitter",381.5,283.5,167,411.5,251,298.9,5,,,,,,
"Mike Mcdade","Hitter",383,0,76,437.5,0,298.83,3,,,,,,
"Brad Peacock","Pitcher",278,0,259,359,0,298.67,3,,,,,,
"Kevin Correia","Pitcher",259,324,243,373,294,298.6,5,,,,,,
"Jake Marisnick","Hitter",440.5,0,66.5,388.5,0,298.5,3,,,,,,
"Angel Sanchez","Hitter",312.5,0,198.5,384,0,298.33,3,,,,,,
"Nick Ahmed","Hitter",443.5,0,59,392.5,0,298.33,3,,,,,,
"Brad Nelson","Hitter",379.5,0,74,440.5,0,298,3,,,,,,
"Welington Castillo","Hitter",281,369.5,254,329,255,297.7,5,,,,,,
"Nick Franklin","Hitter",363.5,0,109,420.5,0,297.67,3,,,,,,
"Chris Wade","Hitter",0,0,0,297.5,0,297.5,1,,,,,,
"Raul Ibanez","Hitter",341.5,302,183,374.5,285,297.2,5,,,,,,
"Tim Wheeler","Hitter",390.5,0,79,422,0,297.17,3,,,,,,
"Joc Pederson","Hitter",492,0,68.5,331,0,297.17,3,,,,,,
"Travis D'Arnaud","Hitter",323.5,331.5,197.5,336,0,297.13,4,,,,,,
"Julio Borbon","Hitter",419.5,0,80,391.5,0,297,3,,,,,,
"Kurt Suzuki","Hitter",424.5,303,192,398,166,296.7,5,,,,,,
"Chase d'Arnaud","Hitter",394,0,124,372,0,296.67,3,,,,,,
"Gary Brown","Hitter",493.5,0,83.5,459,149,296.25,4,,,,,,
"Mike Baxter","Hitter",278,365.5,234,325.5,277.5,296.1,5,,,,,,
"Santos Cabrera","Hitter",0,0,0,296,0,296,1,,,,,,
"Miles Head","Hitter",432.5,0,72.5,382.5,0,295.83,3,,,,,,
"Junior Lake","Hitter",396,0,69,422.5,0,295.83,3,,,,,,
"Brandon Guyer","Hitter",300.5,0,387.5,343,151.5,295.63,4,,,,,,
"Grant Balfour","Pitcher",162,391,336,192,397,295.6,5,,,,,,
"Zoilo Almonte","Hitter",402.5,0,78.5,405.5,0,295.5,3,,,,,,
"Alex Castellanos","Hitter",382,0,72.5,432,0,295.5,3,,,,,,
"Logan Vick","Hitter",0,0,0,295.5,0,295.5,1,,,,,,
"Cole Gillespie","Hitter",387,0,78.5,420.5,0,295.33,3,,,,,,
"Ryan Harvey","Hitter",0,0,0,295,0,295,1,,,,,,
"Juan Nicasio","Pitcher",240,0,303,256,381,295,4,,,,,,
"Michael Pineda","Pitcher",313,269,138,448,306,294.8,5,,,,,,
"Lars Anderson","Hitter",394.5,0,73.5,416,0,294.67,3,,,,,,
"Kirk Nieuwenhuis","Hitter",312,319,191,334.5,316,294.5,5,,,,,,
"Jamie Johnson","Hitter",371.5,0,73,439,0,294.5,3,,,,,,
"Jackie Bradley","Hitter",384.5,0,141,357.5,0,294.33,3,,,,,,
"Cole Figueroa","Hitter",392.5,0,78,412.5,0,294.33,3,,,,,,
"Adrian Cardenas","Hitter",396.5,0,94.5,391,0,294,3,,,,,,
"Erik Castro","Hitter",0,0,260.5,327.5,0,294,2,,,,,,
"Tyler Pastornicky","Hitter",386.5,0,113,382,0,293.83,3,,,,,,
"Drew Smyly","Pitcher",432,332,179,330,196,293.8,5,,,,,,
"Bartolo Colon","Pitcher",279,309,226,385,270,293.8,5,,,,,,
"Christian Yelich","Hitter",444,0,67.5,368.5,0,293.33,3,,,,,,
"Lendy Castillo","Hitter",0,0,0,293,0,293,1,,,,,,
"Colby Lewis","Pitcher",267,345,227,434,189,292.4,5,,,,,,
"Nick Castellanos","Hitter",454.5,0,74,348.5,0,292.33,3,,,,,,
"Miguel Gonzalez","Pitcher",239,342,244,244,392,292.2,5,,,,,,
"Trayce Thompson","Hitter",436.5,0,63.5,376.5,0,292.17,3,,,,,,
"Jason Castro","Hitter",275,355,217.5,285,326.5,291.8,5,,,,,,
"Yuniesky Betancourt","Hitter",376.5,0,76.5,421.5,0,291.5,3,,,,,,
"Hak-Ju Lee","Hitter",409.5,0,66.5,398,0,291.33,3,,,,,,
"Jeff Karstens","Pitcher",264,0,242,322,337,291.25,4,,,,,,
"Jonathan Griffin","Hitter",417,0,80,376.5,0,291.17,3,,,,,,
"Brett Pill","Hitter",442.5,0,113.5,427.5,181,291.13,4,,,,,,
"Jesus Sanchez","Hitter",0,0,0,291,0,291,1,,,,,,
"Zelous Wheeler","Hitter",352,0,74,446.5,0,290.83,3,,,,,,
"Tyler Moore","Hitter",372.5,0,144,406,240.5,290.75,4,,,,,,
"Eric Phillips","Hitter",0,0,0,290.5,0,290.5,1,,,,,,
"Jake Elmore","Hitter",392.5,0,73.5,404.5,0,290.17,3,,,,,,
"Jeff Francis","Pitcher",305,0,234,358,263,290,4,,,,,,
"Randall Delgado","Pitcher",349,329,238,366,167,289.8,5,,,,,,
"Jesus Aguilar","Hitter",392,0,70,407,0,289.67,3,,,,,,
"Carlos Carrasco","Pitcher",224,0,228,383,323,289.5,4,,,,,,
"Tyler Saladino","Hitter",402,0,67,399,0,289.33,3,,,,,,
"Brian Cavazos-Galvez","Hitter",389.5,0,80.5,397.5,0,289.17,3,,,,,,
"Tyler Kuhn","Hitter",399.5,0,76,391.5,0,289,3,,,,,,
"Jonathan Broxton","Pitcher",151,452,397,125,318,288.6,5,,,,,,
"Jose Lopez","Hitter",358,0,60.5,447,0,288.5,3,,,,,,
"Denis Phipps","Hitter",365.5,0,111.5,388.5,0,288.5,3,,,,,,
"Mike Costanzo","Hitter",274,0,258,332.5,0,288.17,3,,,,,,
"Dan Johnson","Hitter",433,0,81.5,458,179.5,288,4,,,,,,
"Tyler Collins","Hitter",418,0,75,371,0,288,3,,,,,,
"Carlos Marmol","Pitcher",230,416,339,221,232,287.6,5,,,,,,
"Ronnier Mustelier","Hitter",345,0,86,430.5,0,287.17,3,,,,,,
"Jake Dunning","Hitter",0,0,0,287,0,287,1,,,,,,
"Taylor Harbin","Hitter",409.5,0,71.5,380,0,287,3,,,,,,
"Joe Mahoney","Hitter",373.5,0,74,413,0,286.83,3,,,,,,
"Dee Gordon","Hitter",415.5,270.5,150,437.5,160.5,286.8,5,,,,,,
"Mark Rogers","Pitcher",264,357,173,242,398,286.8,5,,,,,,
"Brian Dozier","Hitter",456.5,0,148,441.5,100,286.5,4,,,,,,
"Pedro Florimon","Hitter",357.5,245,173.5,380.5,276,286.5,5,,,,,,
"Francisco Peguero","Hitter",387,0,76,396.5,0,286.5,3,,,,,,
"Kyle Parker","Hitter",416,0,80.5,362.5,0,286.33,3,,,,,,
"Ryan Hanigan","Hitter",248.5,354.5,216,325.5,287,286.3,5,,,,,,
"John Buck","Hitter",294,295.5,182,370,290,286.3,5,,,,,,
"Maicer Izturis","Hitter",301,314.5,196.5,346.5,272.5,286.2,5,,,,,,
"Kenley Jansen","Pitcher",255,391,291,242,252,286.2,5,,,,,,
"Jerry Gil","Hitter",0,0,0,286,0,286,1,,,,,,
"Chris Getz","Hitter",251,322,212.5,288.5,356,286,5,,,,,,
"Ryan Dalton","Hitter",0,0,0,286,0,286,1,,,,,,
"Casey Kalenkosky","Hitter",0,0,0,286,0,286,1,,,,,,
"Casper Wells","Hitter",288,321,172.5,362,0,285.88,4,,,,,,
"Nolan Reimold","Hitter",269,344,208.5,317,289,285.5,5,,,,,,
"Eric Young","Hitter",309.5,330,206.5,334,247.5,285.5,5,,,,,,
"Bobby Crosby","Hitter",0,0,0,285.5,0,285.5,1,,,,,,
"Chris Coghlan","Hitter",377.5,0,216.5,406,141,285.25,4,,,,,,
"Ty Wigginton","Hitter",313,313,201.5,371,227.5,285.2,5,,,,,,
"Zack Cox","Hitter",375.5,0,116.5,363,0,285,3,,,,,,
"Leury Garcia","Hitter",353.5,0,108.5,393,0,285,3,,,,,,
"Edinson Rincon","Hitter",400,0,71.5,383,0,284.83,3,,,,,,
"Christian Colon","Hitter",341,0,77,435,0,284.33,3,,,,,,
"Chris Iannetta","Hitter",245,332,221.5,319.5,303,284.2,5,,,,,,
"Ryan Theriot","Hitter",361.5,0,148,371,255,283.88,4,,,,,,
"Khris Davis","Hitter",362.5,0,77,411,0,283.5,3,,,,,,
"Josh Vitters","Hitter",491,0,85,432.5,125.5,283.5,4,,,,,,
"Moises Sierra","Hitter",370,0,76,404.5,0,283.5,3,,,,,,
"Mike Leake","Pitcher",372,290,177,413,165,283.4,5,,,,,,
"Daniel Hudson","Pitcher",305,343,234,356,178,283.2,5,,,,,,
"Casey Kelly","Hitter",0,0,0,283,0,283,1,,,,,,
"Jimmy Paredes","Hitter",282.5,0,81,485.5,0,283,3,,,,,,
"Eduardo Nunez","Hitter",345.5,273,146.5,360,289.5,282.9,5,,,,,,
"Julio Teheran","Pitcher",327,277,166,332,311,282.6,5,,,,,,
"Roger Bernadina","Hitter",286.5,362,237,382,145,282.5,5,,,,,,
"Stefan Gartrell","Hitter",391.5,0,70,386,0,282.5,3,,,,,,
"Jason Marquis","Pitcher",220,0,270,302,337,282.25,4,,,,,,
"Eric Thames","Hitter",385.5,0,173,471,98.5,282,4,,,,,,
"Tommy Joseph","Hitter",399,0,71.5,375.5,0,282,3,,,,,,
"Blake Beavan","Pitcher",318,295,199,384,214,282,5,,,,,,
"Avisail Garcia","Hitter",409.5,0,108.5,400.5,208.5,281.75,4,,,,,,
"Hector Luna","Hitter",297.5,0,79.5,468,0,281.67,3,,,,,,
"Melky Mesa","Hitter",367.5,0,72.5,405,0,281.67,3,,,,,,
"Thomas Neal","Hitter",391,0,85,369,0,281.67,3,,,,,,
"Todd Cunningham","Hitter",359.5,0,79.5,405.5,0,281.5,3,,,,,,
"Jordy Mercer","Hitter",369.5,0,112.5,362.5,0,281.5,3,,,,,,
"Richie Rodriguez","Hitter",0,0,0,281,0,281,1,,,,,,
"Seth Loman","Hitter",360,0,78.5,404.5,0,281,3,,,,,,
"Peter Mooney","Hitter",0,0,0,281,0,281,1,,,,,,
"Elian Herrera","Hitter",347,0,68,428,0,281,3,,,,,,
"Yasiel Puig","Hitter",0,0,0,281,0,281,1,,,,,,
"Mike Burns","Pitcher",0,0,0,281,0,281,1,,,,,,
"Conor Gillaspie","Hitter",434,0,124,425,140.5,280.88,4,,,,,,
"Jose Pirela","Hitter",0,0,76,485,0,280.5,2,,,,,,
"Marc Krauss","Hitter",341.5,0,74,425.5,0,280.33,3,,,,,,
"Chipper Jones","Hitter",383.5,0,89,368.5,0,280.33,3,,,,,,
"Sean Halton","Hitter",370,0,73,398,0,280.33,3,,,,,,
"Ryan Jackson","Hitter",371.5,0,70.5,398.5,0,280.17,3,,,,,,
"Kyle Jensen","Hitter",362.5,0,66,411.5,0,280,3,,,,,,
